nb_mentions_global_g,nb_candidats_g,pourcent_mention_par_candidat_g,taux_de_reussite_g,note_a_l_ecrit_g,nb_mentions_b_g,pourcent_mentions_b_g,secteur,code_departement
74,80,92.5,100.0,14.1,27,36.4864864864865,1,77
74,81,91.358024691358,96.0,13.4,20,27.027027027027,0,72
74,81,91.358024691358,99.0,11.3,27,36.4864864864865,1,55
74,82,90.2439024390244,98.0,12.7,39,52.7027027027027,1,12
74,83,89.1566265060241,95.0,11.3,27,36.4864864864865,1,27
74,83,89.1566265060241,95.0,12.2,39,52.7027027027027,0,56
74,84,88.0952380952381,98.0,11.3,14,18.9189189189189,0,25
74,84,88.0952380952381,100.0,12.3,24,32.4324324324324,1,35
74,85,87.0588235294118,99.0,11.4,36,48.6486486486487,1,56
74,86,86.046511627907,98.0,11.4,31,41.8918918918919,1,53
74,87,85.0574712643678,97.0,12.0,20,27.027027027027,1,59
74,88,84.0909090909091,94.0,9.8,27,36.4864864864865,0,28
74,88,84.0909090909091,97.0,13.6,19,25.6756756756757,0,73
74,89,83.1460674157303,99.0,13.1,31,41.8918918918919,0,87
74,90,82.2222222222222,93.0,10.9,20,27.027027027027,0,62
74,91,81.3186813186813,92.0,11.0,30,40.5405405405405,0,16
74,91,81.3186813186813,95.0,12.7,13,17.5675675675676,0,67
74,93,79.5698924731183,94.0,11.5,41,55.4054054054054,1,44
74,93,79.5698924731183,95.0,10.6,18,24.3243243243243,0,75
74,93,79.5698924731183,95.0,12.0,17,22.972972972973,0,25
74,93,79.5698924731183,95.0,12.1,31,41.8918918918919,0,53
74,93,79.5698924731183,100.0,12.0,27,36.4864864864865,1,92
74,94,78.7234042553192,94.0,12.1,27,36.4864864864865,0,53
74,94,78.7234042553192,95.0,11.9,32,43.2432432432432,1,80
74,94,78.7234042553192,97.0,12.0,32,43.2432432432432,1,44
74,95,77.8947368421053,87.0,11.3,19,25.6756756756757,0,88
74,96,77.0833333333333,89.0,11.6,30,40.5405405405405,0,54
74,96,77.0833333333333,90.0,11.3,28,37.8378378378378,0,35
74,96,77.0833333333333,95.0,9.9,30,40.5405405405405,0,17
74,96,77.0833333333333,100.0,8.5,20,27.027027027027,1,59
74,97,76.2886597938144,89.0,12.7,20,27.027027027027,0,90
74,97,76.2886597938144,90.0,10.9,25,33.7837837837838,0,33
74,98,75.5102040816327,93.0,11.0,30,40.5405405405405,1,53
74,98,75.5102040816327,93.0,11.5,21,28.3783783783784,0,1
74,98,75.5102040816327,93.0,11.9,31,41.8918918918919,1,44
74,99,74.7474747474748,88.0,10.6,25,33.7837837837838,0,92
74,99,74.7474747474748,97.0,11.1,22,29.7297297297297,0,40
74,100,74,88.0,10.9,23,31.0810810810811,0,36
74,101,73.2673267326733,90.0,11.7,32,43.2432432432432,0,31
74,102,72.5490196078431,88.0,11.1,29,39.1891891891892,0,60
74,103,71.8446601941748,91.0,11.4,26,35.1351351351351,0,62
74,104,71.1538461538462,88.0,10.8,30,40.5405405405405,0,54
74,104,71.1538461538462,88.0,11.8,25,33.7837837837838,0,59
74,105,70.4761904761905,81.0,10.1,18,24.3243243243243,0,51
74,105,70.4761904761905,91.0,8.8,30,40.5405405405405,0,94
74,105,70.4761904761905,93.0,11.7,29,39.1891891891892,0,77
74,106,69.811320754717,84.0,10.8,20,27.027027027027,0,73
74,106,69.811320754717,92.0,11.6,23,31.0810810810811,0,62
74,106,69.811320754717,92.0,11.9,22,29.7297297297297,0,44
74,106,69.811320754717,95.0,11.4,26,35.1351351351351,0,5
74,107,69.1588785046729,88.0,10.8,26,35.1351351351351,0,59
74,107,69.1588785046729,88.0,11.2,19,25.6756756756757,0,62
74,107,69.1588785046729,89.0,10.0,23,31.0810810810811,0,24
74,108,68.5185185185185,88.0,11.2,21,28.3783783783784,0,68
74,108,68.5185185185185,92.0,10.5,32,43.2432432432432,0,95
74,108,68.5185185185185,93.0,8.4,31,41.8918918918919,0,94
74,108,68.5185185185185,94.0,10.5,26,35.1351351351351,0,62
74,109,67.8899082568807,86.0,9.5,16,21.6216216216216,0,93
74,109,67.8899082568807,87.0,10.5,31,41.8918918918919,0,42
74,109,67.8899082568807,90.0,9.0,29,39.1891891891892,0,91
74,109,67.8899082568807,92.0,11.7,19,25.6756756756757,0,25
74,110,67.2727272727273,80.0,10.3,29,39.1891891891892,0,1
74,110,67.2727272727273,87.0,10.3,11,14.8648648648649,0,30
74,111,66.6666666666667,85.0,9.2,21,28.3783783783784,0,75
74,111,66.6666666666667,89.0,9.7,34,45.945945945946,0,88
74,111,66.6666666666667,91.0,9.5,15,20.2702702702703,0,68
74,112,66.0714285714286,82.0,10.4,25,33.7837837837838,0,30
74,112,66.0714285714286,85.0,10.6,23,31.0810810810811,0,90
74,112,66.0714285714286,86.0,9.1,23,31.0810810810811,0,60
74,112,66.0714285714286,89.0,11.0,21,28.3783783783784,0,93
74,112,66.0714285714286,95.0,10.5,23,31.0810810810811,0,68
74,115,64.3478260869565,82.0,10.9,28,37.8378378378378,0,82
74,115,64.3478260869565,88.0,10.5,32,43.2432432432432,0,86
74,115,64.3478260869565,89.0,9.3,22,29.7297297297297,0,78
74,115,64.3478260869565,90.0,9.7,26,35.1351351351351,0,91
74,116,63.7931034482759,87.0,10.8,25,33.7837837837838,0,37
74,116,63.7931034482759,91.0,10.1,23,31.0810810810811,0,59
74,116,63.7931034482759,94.0,11.2,17,22.972972972973,0,90
74,117,63.2478632478632,82.0,9.2,19,25.6756756756757,0,86
74,117,63.2478632478632,85.0,8.5,25,33.7837837837838,0,93
74,117,63.2478632478632,87.0,10.5,31,41.8918918918919,0,91
74,118,62.7118644067797,86.0,10.8,16,21.6216216216216,0,16
74,118,62.7118644067797,87.0,9.8,24,32.4324324324324,0,57
74,119,62.1848739495798,80.0,9.8,31,41.8918918918919,0,30
74,120,61.6666666666667,80.0,9.0,20,27.027027027027,0,95
74,121,61.1570247933884,78.0,10.0,17,22.972972972973,0,80
74,121,61.1570247933884,83.0,10.7,18,24.3243243243243,0,59
74,123,60.1626016260163,91.0,9.1,19,25.6756756756757,0,95
74,125,59.2,76.0,8.8,23,31.0810810810811,0,35
74,125,59.2,85.0,8.6,20,27.027027027027,0,67
74,128,57.8125,89.0,8.9,21,28.3783783783784,0,45
74,129,57.3643410852713,88.0,10.4,29,39.1891891891892,0,37
74,130,56.9230769230769,84.0,7.5,21,28.3783783783784,0,93
74,130,56.9230769230769,89.0,9.2,26,35.1351351351351,0,95
74,131,56.4885496183206,85.0,9.3,22,29.7297297297297,0,33
74,133,55.6390977443609,74.0,9.6,27,36.4864864864865,0,30
74,133,55.6390977443609,82.0,9.0,21,28.3783783783784,0,93
74,135,54.8148148148148,73.0,8.0,23,31.0810810810811,0,60
74,136,54.4117647058823,81.0,10.1,29,39.1891891891892,0,33
74,136,54.4117647058823,85.0,9.9,35,47.2972972972973,0,93
74,139,53.2374100719425,75.0,8.6,24,32.4324324324324,0,27
74,139,53.2374100719425,88.0,8.5,23,31.0810810810811,0,971
74,140,52.8571428571429,73.0,9.0,27,36.4864864864865,0,33
74,141,52.4822695035461,82.0,9.2,24,32.4324324324324,0,95
74,144,51.3888888888889,74.0,10.6,21,28.3783783783784,0,25
74,147,50.3401360544218,85.0,8.4,28,37.8378378378378,0,91
74,149,49.6644295302013,81.0,10.1,26,35.1351351351351,0,57
74,156,47.4358974358974,74.0,8.5,23,31.0810810810811,0,45
75,76,98.6842105263158,100.0,13.6,32,42.6666666666667,1,59
75,80,93.75,99.0,12.9,21,28,1,30
75,81,92.5925925925926,100.0,13.0,24,32,1,55
75,82,91.4634146341463,100.0,11.7,23,30.6666666666667,1,35
75,83,90.3614457831325,99.0,13.5,17,22.6666666666667,0,67
75,83,90.3614457831325,100.0,11.4,33,44,1,77
75,85,88.2352941176471,96.0,12.6,27,36,0,72
75,86,87.2093023255814,99.0,12.2,28,37.3333333333333,1,84
75,87,86.2068965517241,92.0,11.1,28,37.3333333333333,0,55
75,88,85.2272727272727,93.0,12.3,19,25.3333333333333,0,40
75,89,84.2696629213483,100.0,13.0,38,50.6666666666667,1,50
75,90,83.3333333333333,96.0,12.2,25,33.3333333333333,0,16
75,91,82.4175824175824,93.0,11.4,23,30.6666666666667,0,67
75,92,81.5217391304348,98.0,10.9,45,60,1,56
75,92,81.5217391304348,98.0,11.2,27,36,0,86
75,93,80.6451612903226,89.0,11.1,25,33.3333333333333,0,67
75,93,80.6451612903226,90.0,12.9,22,29.3333333333333,0,33
75,93,80.6451612903226,98.0,11.6,21,28,0,81
75,94,79.7872340425532,93.0,11.4,21,28,0,80
75,95,78.9473684210526,95.0,10.4,21,28,0,55
75,96,78.125,85.0,11.0,23,30.6666666666667,0,60
75,96,78.125,96.0,9.8,18,24,0,59
75,99,75.7575757575758,88.0,10.7,22,29.3333333333333,0,75
75,99,75.7575757575758,93.0,11.8,19,25.3333333333333,0,88
75,100,75,91.0,10.4,26,34.6666666666667,0,67
75,100,75,92.0,10.5,39,52,0,54
75,100,75,93.0,10.3,23,30.6666666666667,0,75
75,100,75,93.0,12.4,24,32,0,94
75,100,75,96.0,9.5,26,34.6666666666667,0,45
75,101,74.2574257425743,88.0,10.5,23,30.6666666666667,0,37
75,101,74.2574257425743,97.0,11.0,28,37.3333333333333,0,62
75,102,73.5294117647059,88.0,10.9,32,42.6666666666667,0,60
75,102,73.5294117647059,89.0,10.3,30,40,0,80
75,102,73.5294117647059,91.0,12.2,29,38.6666666666667,0,1
75,103,72.8155339805825,86.0,12.7,15,20,0,75
75,103,72.8155339805825,92.0,11.2,26,34.6666666666667,0,57
75,104,72.1153846153846,91.0,11.4,28,37.3333333333333,0,91
75,104,72.1153846153846,92.0,11.8,28,37.3333333333333,0,44
75,105,71.4285714285714,89.0,10.5,30,40,0,3
75,105,71.4285714285714,90.0,9.6,17,22.6666666666667,0,59
75,105,71.4285714285714,91.0,11.4,18,24,0,92
75,105,71.4285714285714,92.0,9.8,24,32,0,59
75,107,70.0934579439252,86.0,11.7,26,34.6666666666667,0,25
75,107,70.0934579439252,91.0,12.0,36,48,0,28
75,107,70.0934579439252,92.0,9.8,19,25.3333333333333,0,92
75,107,70.0934579439252,94.0,9.4,15,20,0,59
75,108,69.4444444444444,79.0,9.2,27,36,0,51
75,108,69.4444444444444,84.0,10.9,16,21.3333333333333,0,60
75,108,69.4444444444444,85.0,11.4,24,32,0,1
75,108,69.4444444444444,86.0,10.2,26,34.6666666666667,1,35
75,108,69.4444444444444,93.0,11.4,25,33.3333333333333,0,18
75,108,69.4444444444444,94.0,8.7,17,22.6666666666667,0,59
75,108,69.4444444444444,96.0,11.4,26,34.6666666666667,0,77
75,109,68.8073394495413,85.0,11.0,21,28,0,27
75,109,68.8073394495413,92.0,10.1,26,34.6666666666667,0,45
75,109,68.8073394495413,93.0,11.0,25,33.3333333333333,0,50
75,110,68.1818181818182,96.0,10.3,27,36,0,59
75,111,67.5675675675676,77.0,11.5,26,34.6666666666667,0,39
75,111,67.5675675675676,91.0,10.4,31,41.3333333333333,0,27
75,112,66.9642857142857,89.0,10.9,25,33.3333333333333,0,62
75,113,66.3716814159292,77.0,10.8,28,37.3333333333333,0,27
75,113,66.3716814159292,80.0,10.4,30,40,0,25
75,113,66.3716814159292,86.0,10.7,21,28,0,39
75,115,65.2173913043478,90.0,11.2,29,38.6666666666667,0,11
75,116,64.6551724137931,91.0,9.4,30,40,0,59
75,119,63.0252100840336,87.0,10.6,20,26.6666666666667,0,44
75,119,63.0252100840336,91.0,11.0,24,32,0,1
75,119,63.0252100840336,92.0,10.7,26,34.6666666666667,0,77
75,121,61.9834710743802,83.0,11.3,19,25.3333333333333,0,84
75,123,60.9756097560976,83.0,8.4,18,24,0,2
75,123,60.9756097560976,84.0,11.2,17,22.6666666666667,0,84
75,123,60.9756097560976,90.0,9.9,24,32,0,95
75,125,60,80.0,10.3,28,37.3333333333333,0,95
75,125,60,85.0,10.1,26,34.6666666666667,0,95
75,126,59.5238095238095,83.0,9.6,24,32,0,27
75,126,59.5238095238095,85.0,10.4,21,28,0,17
75,127,59.0551181102362,75.0,9.4,24,32,0,30
75,127,59.0551181102362,82.0,9.2,10,13.3333333333333,0,27
75,127,59.0551181102362,86.0,9.6,28,37.3333333333333,0,59
75,130,57.6923076923077,82.0,11.5,20,26.6666666666667,0,30
75,132,56.8181818181818,80.0,9.3,29,38.6666666666667,0,1
75,132,56.8181818181818,81.0,9.6,25,33.3333333333333,0,78
75,132,56.8181818181818,89.0,8.7,22,29.3333333333333,0,83
75,133,56.390977443609,79.0,9.8,20,26.6666666666667,0,25
75,133,56.390977443609,88.0,7.8,19,25.3333333333333,0,92
75,135,55.5555555555556,78.0,10.7,28,37.3333333333333,0,77
75,138,54.3478260869565,71.0,9.6,20,26.6666666666667,0,51
75,138,54.3478260869565,72.0,8.7,22,29.3333333333333,0,11
75,140,53.5714285714286,74.0,9.4,21,28,0,95
75,140,53.5714285714286,83.0,9.2,25,33.3333333333333,0,971
75,143,52.4475524475525,81.0,8.8,27,36,0,78
75,143,52.4475524475525,83.0,8.6,35,46.6666666666667,0,95
75,143,52.4475524475525,85.0,7.7,18,24,0,95
75,144,52.0833333333333,81.0,8.8,16,21.3333333333333,0,89
75,145,51.7241379310345,83.0,8.8,30,40,0,77
75,148,50.6756756756757,84.0,9.9,27,36,0,6
75,149,50.3355704697987,83.0,8.1,26,34.6666666666667,0,91
75,151,49.6688741721854,69.0,7.5,27,36,0,60
75,152,49.3421052631579,76.0,9.7,26,34.6666666666667,0,92
75,152,49.3421052631579,89.0,9.0,35,46.6666666666667,0,93
75,156,48.0769230769231,74.0,7.9,20,26.6666666666667,0,68
75,158,47.4683544303798,77.0,8.4,21,28,0,91
75,163,46.0122699386503,74.0,7.9,29,38.6666666666667,0,84
75,166,45.1807228915663,76.0,8.4,26,34.6666666666667,0,95
76,76,100,100.0,13.9,15,19.7368421052632,1,84
76,76,100,100.0,14.4,35,46.0526315789474,1,80
76,83,91.566265060241,100.0,11.8,27,35.5263157894737,1,50
76,85,89.4117647058824,96.0,12.9,17,22.3684210526316,0,35
76,85,89.4117647058824,98.0,12.2,30,39.4736842105263,0,18
76,86,88.3720930232558,99.0,9.4,24,31.5789473684211,1,56
76,86,88.3720930232558,99.0,12.3,28,36.8421052631579,1,59
76,89,85.3932584269663,99.0,11.5,24,31.5789473684211,0,68
76,89,85.3932584269663,100.0,12.1,29,38.1578947368421,1,83
76,90,84.4444444444444,96.0,11.3,27,35.5263157894737,0,56
76,90,84.4444444444444,96.0,11.7,25,32.8947368421053,1,1
76,94,80.8510638297872,94.0,12.1,29,38.1578947368421,0,62
76,94,80.8510638297872,98.0,10.5,20,26.3157894736842,0,57
76,94,80.8510638297872,100.0,12.1,25,32.8947368421053,0,59
76,95,80,98.0,11.8,20,26.3157894736842,0,14
76,96,79.1666666666667,93.0,12.2,22,28.9473684210526,0,75
76,96,79.1666666666667,95.0,10.2,22,28.9473684210526,0,59
76,97,78.3505154639175,92.0,11.4,33,43.421052631579,1,72
76,97,78.3505154639175,93.0,12.1,22,28.9473684210526,0,39
76,97,78.3505154639175,94.0,11.1,33,43.421052631579,1,44
76,97,78.3505154639175,95.0,10.0,24,31.5789473684211,0,47
76,97,78.3505154639175,97.0,12.2,22,28.9473684210526,0,94
76,98,77.5510204081633,94.0,11.7,24,31.5789473684211,0,68
76,99,76.7676767676768,94.0,11.5,24,31.5789473684211,0,56
76,100,76,90.0,9.1,33,43.421052631579,0,35
76,100,76,93.0,11.1,26,34.2105263157895,0,62
76,101,75.2475247524752,91.0,9.8,22,28.9473684210526,0,17
76,102,74.5098039215686,90.0,11.3,27,35.5263157894737,0,72
76,102,74.5098039215686,93.0,11.5,27,35.5263157894737,0,6
76,103,73.7864077669903,85.0,10.9,22,28.9473684210526,0,68
76,103,73.7864077669903,89.0,11.1,21,27.6315789473684,1,42
76,103,73.7864077669903,90.0,11.5,24,31.5789473684211,0,77
76,103,73.7864077669903,92.0,12.0,31,40.7894736842105,0,44
76,103,73.7864077669903,93.0,10.5,30,39.4736842105263,0,42
76,103,73.7864077669903,94.0,10.7,27,35.5263157894737,1,59
76,103,73.7864077669903,95.0,10.1,23,30.2631578947368,0,68
76,105,72.3809523809524,85.0,10.6,24,31.5789473684211,0,88
76,105,72.3809523809524,89.0,10.3,25,32.8947368421053,0,57
76,105,72.3809523809524,90.0,10.5,27,35.5263157894737,0,91
76,105,72.3809523809524,94.0,9.8,33,43.421052631579,0,62
76,106,71.6981132075472,83.0,11.3,19,25,0,86
76,106,71.6981132075472,87.0,11.4,24,31.5789473684211,0,57
76,106,71.6981132075472,92.0,11.8,35,46.0526315789474,0,44
76,106,71.6981132075472,93.0,11.0,19,25,0,67
76,107,71.0280373831776,79.0,10.7,24,31.5789473684211,0,67
76,107,71.0280373831776,88.0,11.8,26,34.2105263157895,0,35
76,107,71.0280373831776,90.0,10.7,21,27.6315789473684,0,75
76,107,71.0280373831776,92.0,9.9,26,34.2105263157895,0,94
76,108,70.3703703703704,88.0,10.8,31,40.7894736842105,0,25
76,109,69.7247706422018,84.0,9.9,23,30.2631578947368,0,60
76,109,69.7247706422018,94.0,12.3,24,31.5789473684211,0,14
76,110,69.0909090909091,87.0,10.1,25,32.8947368421053,0,54
76,110,69.0909090909091,91.0,8.2,21,27.6315789473684,0,91
76,110,69.0909090909091,91.0,9.5,32,42.1052631578947,0,57
76,110,69.0909090909091,95.0,11.2,30,39.4736842105263,0,44
76,111,68.4684684684685,85.0,9.8,26,34.2105263157895,0,35
76,111,68.4684684684685,86.0,10.3,23,30.2631578947368,0,30
76,111,68.4684684684685,89.0,11.5,28,36.8421052631579,0,72
76,111,68.4684684684685,94.0,10.7,30,39.4736842105263,0,77
76,112,67.8571428571429,86.0,11.7,20,26.3157894736842,0,68
76,112,67.8571428571429,88.0,10.2,22,28.9473684210526,0,88
76,112,67.8571428571429,88.0,10.8,16,21.0526315789474,0,37
76,113,67.2566371681416,89.0,10.2,25,32.8947368421053,0,28
76,113,67.2566371681416,92.0,9.4,19,25,0,62
76,114,66.6666666666667,80.0,10.7,22,28.9473684210526,0,10
76,115,66.0869565217391,81.0,10.2,28,36.8421052631579,0,27
76,115,66.0869565217391,90.0,10.0,16,21.0526315789474,0,91
76,115,66.0869565217391,91.0,10.3,25,32.8947368421053,0,77
76,116,65.5172413793104,87.0,10.6,30,39.4736842105263,0,44
76,116,65.5172413793104,90.0,11.1,30,39.4736842105263,0,78
76,117,64.957264957265,85.0,11.0,28,36.8421052631579,0,3
76,117,64.957264957265,85.0,11.4,25,32.8947368421053,0,61
76,117,64.957264957265,91.0,9.8,21,27.6315789473684,0,67
76,118,64.4067796610169,86.0,8.8,19,25,0,94
76,118,64.4067796610169,89.0,9.9,24,31.5789473684211,0,14
76,119,63.8655462184874,86.0,11.5,27,35.5263157894737,0,89
76,120,63.3333333333333,85.0,9.7,29,38.1578947368421,0,2
76,120,63.3333333333333,88.0,7.9,23,30.2631578947368,0,93
76,121,62.8099173553719,79.0,9.2,29,38.1578947368421,0,42
76,121,62.8099173553719,81.0,10.2,25,32.8947368421053,0,14
76,121,62.8099173553719,82.0,9.9,21,27.6315789473684,0,93
76,123,61.7886178861789,85.0,10.1,17,22.3684210526316,0,28
76,123,61.7886178861789,95.0,10.8,16,21.0526315789474,0,62
76,124,61.2903225806452,98.0,7.4,28,36.8421052631579,0,972
76,125,60.8,82.0,9.7,25,32.8947368421053,0,41
76,126,60.3174603174603,79.0,10.5,28,36.8421052631579,0,28
76,126,60.3174603174603,86.0,11.4,14,18.4210526315789,0,40
76,127,59.8425196850394,87.0,8.5,22,28.9473684210526,0,89
76,127,59.8425196850394,87.0,9.2,31,40.7894736842105,0,68
76,128,59.375,81.0,9.9,30,39.4736842105263,0,27
76,128,59.375,83.0,10.4,21,27.6315789473684,0,88
76,129,58.9147286821706,74.0,8.9,32,42.1052631578947,0,30
76,130,58.4615384615385,82.0,9.8,28,36.8421052631579,0,94
76,130,58.4615384615385,85.0,8.9,20,26.3157894736842,0,59
76,131,58.0152671755725,80.0,10.0,34,44.7368421052632,0,27
76,133,57.1428571428571,81.0,9.1,27,35.5263157894737,0,84
76,133,57.1428571428571,91.0,7.9,24,31.5789473684211,0,92
76,134,56.7164179104478,96.0,10.1,33,43.421052631579,0,83
76,136,55.8823529411765,78.0,10.2,28,36.8421052631579,0,93
76,137,55.4744525547445,74.0,9.2,25,32.8947368421053,0,95
76,142,53.5211267605634,80.0,8.3,20,26.3157894736842,0,95
76,144,52.7777777777778,81.0,8.5,18,23.6842105263158,0,78
76,145,52.4137931034483,90.0,9.7,21,27.6315789473684,0,94
76,154,49.3506493506493,80.0,9.6,27,35.5263157894737,0,93
76,159,47.7987421383648,72.0,9.1,23,30.2631578947368,0,80
76,161,47.2049689440994,75.0,9.0,27,35.5263157894737,0,77
76,162,46.9135802469136,82.0,8.0,25,32.8947368421053,0,84
76,168,45.2380952380952,88.0,8.7,26,34.2105263157895,0,6
76,207,36.7149758454106,83.0,6.9,22,28.9473684210526,0,973
77,80,96.25,100.0,12.3,28,36.3636363636364,1,55
77,80,96.25,100.0,12.5,32,41.5584415584416,1,80
77,82,93.9024390243902,100.0,13.6,29,37.6623376623377,1,31
77,82,93.9024390243902,100.0,13.9,18,23.3766233766234,1,83
77,84,91.6666666666667,100.0,11.2,14,18.1818181818182,1,59
77,86,89.5348837209302,99.0,10.5,29,37.6623376623377,1,51
77,87,88.5057471264368,100.0,11.0,28,36.3636363636364,0,50
77,88,87.5,95.0,12.7,24,31.1688311688312,0,49
77,88,87.5,98.0,11.5,31,40.2597402597403,0,67
77,88,87.5,98.0,14.7,17,22.0779220779221,1,93
77,90,85.5555555555556,93.0,11.5,26,33.7662337662338,0,73
77,90,85.5555555555556,93.0,11.6,20,25.974025974026,0,56
77,91,84.6153846153846,99.0,11.8,27,35.0649350649351,0,86
77,91,84.6153846153846,100.0,9.8,33,42.8571428571429,1,59
77,92,83.695652173913,92.0,11.6,14,18.1818181818182,0,57
77,93,82.7956989247312,99.0,12.2,22,28.5714285714286,1,35
77,93,82.7956989247312,99.0,12.4,32,41.5584415584416,1,86
77,94,81.9148936170213,93.0,11.8,30,38.961038961039,0,53
77,95,81.0526315789474,92.0,11.5,21,27.2727272727273,0,35
77,95,81.0526315789474,93.0,12.2,19,24.6753246753247,0,35
77,96,80.2083333333333,96.0,12.3,25,32.4675324675325,0,68
77,97,79.3814432989691,90.0,9.3,24,31.1688311688312,0,59
77,98,78.5714285714286,91.0,12.0,21,27.2727272727273,0,67
77,98,78.5714285714286,92.0,10.9,24,31.1688311688312,0,33
77,98,78.5714285714286,92.0,13.3,32,41.5584415584416,0,25
77,98,78.5714285714286,95.0,12.2,24,31.1688311688312,0,40
77,99,77.7777777777778,90.0,10.0,19,24.6753246753247,0,2
77,100,77,88.0,11.4,16,20.7792207792208,0,67
77,100,77,89.0,10.2,22,28.5714285714286,0,35
77,100,77,90.0,10.9,20,25.974025974026,0,73
77,100,77,96.0,12.7,24,31.1688311688312,1,52
77,101,76.2376237623762,88.0,11.6,25,32.4675324675325,0,94
77,101,76.2376237623762,89.0,11.0,22,28.5714285714286,0,86
77,101,76.2376237623762,90.0,11.9,14,18.1818181818182,0,57
77,101,76.2376237623762,92.0,12.2,28,36.3636363636364,0,37
77,101,76.2376237623762,95.0,11.7,27,35.0649350649351,1,56
77,102,75.4901960784314,91.0,12.5,23,29.8701298701299,0,41
77,103,74.7572815533981,91.0,10.2,35,45.4545454545455,0,17
77,103,74.7572815533981,93.0,10.9,30,38.961038961039,0,59
77,103,74.7572815533981,94.0,12.2,24,31.1688311688312,1,49
77,103,74.7572815533981,96.0,11.7,29,37.6623376623377,1,47
77,104,74.0384615384616,88.0,11.1,32,41.5584415584416,0,35
77,104,74.0384615384616,92.0,11.5,24,31.1688311688312,0,94
77,104,74.0384615384616,93.0,10.9,19,24.6753246753247,0,77
77,106,72.6415094339623,91.0,10.2,34,44.1558441558442,0,35
77,106,72.6415094339623,92.0,11.3,18,23.3766233766234,0,59
77,106,72.6415094339623,93.0,11.9,31,40.2597402597403,0,53
77,106,72.6415094339623,95.0,10.3,26,33.7662337662338,0,77
77,107,71.9626168224299,92.0,11.6,23,29.8701298701299,0,95
77,107,71.9626168224299,93.0,10.1,21,27.2727272727273,0,45
77,107,71.9626168224299,95.0,11.2,27,35.0649350649351,0,31
77,107,71.9626168224299,95.0,11.8,21,27.2727272727273,0,59
77,108,71.2962962962963,91.0,10.7,29,37.6623376623377,0,94
77,109,70.6422018348624,89.0,10.5,23,29.8701298701299,0,50
77,109,70.6422018348624,95.0,10.5,18,23.3766233766234,0,92
77,110,70,88.0,10.9,28,36.3636363636364,0,92
77,111,69.3693693693694,92.0,9.8,35,45.4545454545455,0,77
77,112,68.75,88.0,10.7,27,35.0649350649351,0,91
77,112,68.75,93.0,8.8,30,38.961038961039,0,91
77,113,68.141592920354,83.0,10.0,39,50.6493506493506,0,44
77,113,68.141592920354,89.0,11.3,20,25.974025974026,0,25
77,113,68.141592920354,93.0,9.6,24,31.1688311688312,0,62
77,114,67.5438596491228,81.0,10.2,27,35.0649350649351,0,30
77,114,67.5438596491228,95.0,9.4,23,29.8701298701299,0,92
77,115,66.9565217391304,85.0,10.8,27,35.0649350649351,0,84
77,115,66.9565217391304,87.0,11.6,17,22.0779220779221,0,17
77,115,66.9565217391304,90.0,10.4,27,35.0649350649351,0,91
77,115,66.9565217391304,92.0,10.3,21,27.2727272727273,0,91
77,116,66.3793103448276,89.0,10.4,30,38.961038961039,0,49
77,117,65.8119658119658,80.0,11.0,22,28.5714285714286,0,24
77,117,65.8119658119658,83.0,10.5,29,37.6623376623377,0,10
77,117,65.8119658119658,85.0,10.6,16,20.7792207792208,0,87
77,118,65.2542372881356,83.0,10.0,34,44.1558441558442,0,72
77,118,65.2542372881356,87.0,9.4,28,36.3636363636364,0,95
77,118,65.2542372881356,93.0,10.1,27,35.0649350649351,0,95
77,119,64.7058823529412,91.0,10.0,29,37.6623376623377,0,62
77,123,62.6016260162602,83.0,8.1,22,28.5714285714286,0,95
77,127,60.6299212598425,83.0,10.2,16,20.7792207792208,0,94
77,130,59.2307692307692,82.0,8.1,20,25.974025974026,0,91
77,131,58.7786259541985,82.0,9.7,21,27.2727272727273,0,78
77,131,58.7786259541985,86.0,9.3,31,40.2597402597403,0,91
77,136,56.6176470588235,87.0,10.5,31,40.2597402597403,0,6
77,139,55.3956834532374,78.0,9.1,21,27.2727272727273,0,45
77,139,55.3956834532374,83.0,9.8,28,36.3636363636364,0,78
77,139,55.3956834532374,84.0,9.8,27,35.0649350649351,0,78
77,141,54.6099290780142,77.0,9.2,23,29.8701298701299,0,45
77,142,54.2253521126761,82.0,9.9,30,38.961038961039,0,94
77,144,53.4722222222222,72.0,8.9,18,23.3766233766234,0,62
77,146,52.7397260273973,74.0,7.9,27,35.0649350649351,0,10
77,146,52.7397260273973,77.0,9.2,22,28.5714285714286,0,92
77,146,52.7397260273973,85.0,8.3,25,32.4675324675325,0,6
77,146,52.7397260273973,87.0,8.7,30,38.961038961039,0,77
77,150,51.3333333333333,80.0,7.4,22,28.5714285714286,0,93
77,151,50.9933774834437,78.0,8.7,23,29.8701298701299,0,83
77,152,50.6578947368421,78.0,7.5,25,32.4675324675325,0,95
77,153,50.3267973856209,78.0,9.2,22,28.5714285714286,0,27
77,158,48.7341772151899,76.0,9.2,27,35.0649350649351,0,93
77,159,48.4276729559748,88.0,8.6,23,29.8701298701299,0,83
77,160,48.125,82.0,8.7,25,32.4675324675325,0,973
78,78,100,100.0,16.1,13,16.6666666666667,1,75
78,82,95.1219512195122,100.0,13.1,25,32.0512820512821,1,95
78,84,92.8571428571429,100.0,12.9,35,44.8717948717949,1,83
