nb_mentions_global_g,nb_candidats_g,pourcent_mention_par_candidat_g,taux_de_reussite_g,note_a_l_ecrit_g,nb_mentions_b_g,pourcent_mentions_b_g,secteur,code_departement
52,103,50.4854368932039,75.0,8.9,17,32.6923076923077,0,16
52,103,50.4854368932039,86.0,8.8,21,40.3846153846154,0,95
52,104,50,74.0,10.1,25,48.0769230769231,0,89
52,105,49.5238095238095,78.0,9.4,24,46.1538461538462,0,28
52,108,48.1481481481482,80.0,9.0,14,26.9230769230769,0,91
52,109,47.7064220183486,78.0,9.5,24,46.1538461538462,0,45
52,113,46.0176991150443,79.0,8.4,18,34.6153846153846,0,84
52,118,44.0677966101695,75.0,7.4,20,38.4615384615385,0,95
52,120,43.3333333333333,72.0,8.9,22,42.3076923076923,0,45
52,129,40.3100775193798,63.0,7.9,11,21.1538461538462,0,93
52,140,37.1428571428571,73.0,8.3,21,40.3846153846154,0,84
52,146,35.6164383561644,63.0,7.0,20,38.4615384615385,0,93
53,53,100,100.0,14.4,14,26.4150943396226,1,95
53,54,98.1481481481482,100.0,12.2,16,30.188679245283,1,56
53,56,94.6428571428571,100.0,10.3,13,24.5283018867925,1,33
53,56,94.6428571428571,100.0,12.8,20,37.7358490566038,0,68
53,57,92.9824561403509,100.0,11.0,26,49.0566037735849,1,35
53,59,89.8305084745763,98.0,12.7,19,35.8490566037736,1,49
53,59,89.8305084745763,100.0,12.3,21,39.622641509434,1,59
53,59,89.8305084745763,100.0,12.7,14,26.4150943396226,0,35
53,61,86.8852459016393,98.0,11.5,22,41.5094339622642,1,84
53,63,84.1269841269841,97.0,12.1,10,18.8679245283019,1,28
53,64,82.8125,98.0,11.7,22,41.5094339622642,1,56
53,64,82.8125,98.0,12.7,14,26.4150943396226,1,59
53,65,81.5384615384615,89.0,10.0,16,30.188679245283,0,2
53,65,81.5384615384615,89.0,12.0,18,33.9622641509434,0,17
53,65,81.5384615384615,92.0,11.9,17,32.0754716981132,0,24
53,65,81.5384615384615,94.0,10.4,11,20.7547169811321,0,73
53,65,81.5384615384615,98.0,11.5,21,39.622641509434,1,37
53,65,81.5384615384615,98.0,11.9,23,43.3962264150943,0,57
53,65,81.5384615384615,100.0,12.5,15,28.3018867924528,0,88
53,66,80.3030303030303,94.0,11.2,22,41.5094339622642,0,57
53,66,80.3030303030303,100.0,11.3,18,33.9622641509434,1,59
53,67,79.1044776119403,93.0,9.5,13,24.5283018867925,0,73
53,67,79.1044776119403,93.0,12.3,16,30.188679245283,0,68
53,67,79.1044776119403,94.0,12.0,12,22.6415094339623,1,45
53,67,79.1044776119403,97.0,13.3,11,20.7547169811321,0,92
53,68,77.9411764705882,96.0,12.4,13,24.5283018867925,0,14
53,68,77.9411764705882,100.0,12.2,20,37.7358490566038,1,61
53,69,76.8115942028985,91.0,10.8,24,45.2830188679245,1,49
53,71,74.6478873239437,93.0,10.2,19,35.8490566037736,0,50
53,71,74.6478873239437,93.0,11.5,19,35.8490566037736,0,54
53,71,74.6478873239437,97.0,12.0,19,35.8490566037736,0,37
53,72,73.6111111111111,85.0,9.7,16,30.188679245283,0,54
53,72,73.6111111111111,86.0,11.2,25,47.1698113207547,0,50
53,72,73.6111111111111,88.0,11.8,25,47.1698113207547,0,5
53,72,73.6111111111111,92.0,11.4,16,30.188679245283,0,59
53,72,73.6111111111111,93.0,9.9,14,26.4150943396226,0,68
53,73,72.6027397260274,92.0,10.2,19,35.8490566037736,0,77
53,73,72.6027397260274,97.0,9.5,15,28.3018867924528,0,41
53,74,71.6216216216216,95.0,11.0,17,32.0754716981132,0,90
53,74,71.6216216216216,96.0,11.8,18,33.9622641509434,0,88
53,75,70.6666666666667,91.0,9.9,17,32.0754716981132,0,56
53,75,70.6666666666667,93.0,11.6,16,30.188679245283,0,14
53,76,69.7368421052632,84.0,9.9,19,35.8490566037736,0,59
53,77,68.8311688311688,84.0,12.5,11,20.7547169811321,0,75
53,77,68.8311688311688,88.0,10.9,17,32.0754716981132,0,86
53,77,68.8311688311688,95.0,11.4,13,24.5283018867925,0,72
53,78,67.948717948718,87.0,9.2,23,43.3962264150943,0,68
53,78,67.948717948718,92.0,9.6,13,24.5283018867925,0,52
53,78,67.948717948718,94.0,10.8,15,28.3018867924528,0,57
53,79,67.0886075949367,87.0,9.9,11,20.7547169811321,0,3
53,79,67.0886075949367,89.0,9.7,18,33.9622641509434,0,50
53,79,67.0886075949367,90.0,11.2,16,30.188679245283,1,60
53,79,67.0886075949367,90.0,11.6,11,20.7547169811321,0,77
53,79,67.0886075949367,96.0,10.7,16,30.188679245283,0,6
53,80,66.25,81.0,11.0,17,32.0754716981132,0,50
53,80,66.25,89.0,9.3,16,30.188679245283,0,62
53,81,65.4320987654321,78.0,9.6,14,26.4150943396226,0,55
53,81,65.4320987654321,86.0,9.9,16,30.188679245283,0,25
53,81,65.4320987654321,99.0,10.7,9,16.9811320754717,1,59
53,82,64.6341463414634,84.0,10.1,15,28.3018867924528,0,18
53,82,64.6341463414634,89.0,10.4,12,22.6415094339623,0,59
53,82,64.6341463414634,90.0,11.0,21,39.622641509434,0,50
53,83,63.855421686747,81.0,10.8,18,33.9622641509434,0,35
53,83,63.855421686747,93.0,10.5,16,30.188679245283,0,61
53,84,63.0952380952381,87.0,10.7,20,37.7358490566038,0,39
53,84,63.0952380952381,87.0,11.5,19,35.8490566037736,0,88
53,85,62.3529411764706,80.0,9.9,18,33.9622641509434,0,75
53,85,62.3529411764706,81.0,9.6,14,26.4150943396226,0,2
53,85,62.3529411764706,91.0,10.4,14,26.4150943396226,0,62
53,86,61.6279069767442,80.0,9.7,23,43.3962264150943,0,11
53,86,61.6279069767442,80.0,10.3,16,30.188679245283,0,75
53,86,61.6279069767442,86.0,9.5,25,47.1698113207547,0,14
53,87,60.9195402298851,85.0,9.6,20,37.7358490566038,0,2
53,87,60.9195402298851,90.0,7.8,23,43.3962264150943,0,92
53,88,60.2272727272727,83.0,9.3,22,41.5094339622642,0,2
53,88,60.2272727272727,83.0,10.0,19,35.8490566037736,0,73
53,89,59.5505617977528,81.0,10.6,12,22.6415094339623,0,75
53,90,58.8888888888889,74.0,10.0,22,41.5094339622642,0,47
53,91,58.2417582417583,82.0,9.9,19,35.8490566037736,0,59
53,93,56.989247311828,81.0,9.8,17,32.0754716981132,0,14
53,93,56.989247311828,88.0,9.7,10,18.8679245283019,0,41
53,96,55.2083333333333,90.0,9.8,18,33.9622641509434,0,77
53,97,54.639175257732,82.0,9.3,17,32.0754716981132,0,37
53,97,54.639175257732,82.0,10.8,20,37.7358490566038,0,14
53,98,54.0816326530612,84.0,7.1,11,20.7547169811321,0,92
53,98,54.0816326530612,87.0,7.9,23,43.3962264150943,0,93
53,100,53,66.0,8.8,19,35.8490566037736,0,83
53,101,52.4752475247525,85.0,9.9,19,35.8490566037736,0,59
53,102,51.9607843137255,76.0,8.7,14,26.4150943396226,0,60
53,102,51.9607843137255,81.0,8.3,17,32.0754716981132,0,78
53,104,50.9615384615385,83.0,7.5,15,28.3018867924528,0,93
53,106,50,73.0,9.3,15,28.3018867924528,0,28
53,108,49.0740740740741,77.0,7.8,12,22.6415094339623,0,93
53,108,49.0740740740741,82.0,8.4,10,18.8679245283019,0,93
53,108,49.0740740740741,90.0,8.5,18,33.9622641509434,0,59
53,109,48.6238532110092,86.0,9.1,26,49.0566037735849,0,59
53,110,48.1818181818182,68.0,9.6,21,39.622641509434,0,2
53,110,48.1818181818182,75.0,8.5,15,28.3018867924528,0,93
53,111,47.7477477477478,63.0,10.0,19,35.8490566037736,0,86
53,111,47.7477477477478,64.0,7.5,18,33.9622641509434,0,30
53,112,47.3214285714286,87.0,8.0,11,20.7547169811321,0,971
53,113,46.9026548672566,82.0,8.1,16,30.188679245283,0,91
53,114,46.4912280701754,72.0,8.5,19,35.8490566037736,0,59
53,114,46.4912280701754,81.0,7.9,17,32.0754716981132,0,95
53,118,44.9152542372881,75.0,9.2,10,18.8679245283019,0,78
53,119,44.5378151260504,82.0,8.1,22,41.5094339622642,0,59
53,121,43.801652892562,77.0,7.4,13,24.5283018867925,0,95
53,123,43.089430894309,78.0,6.8,19,35.8490566037736,0,59
53,123,43.089430894309,78.0,7.1,15,28.3018867924528,0,93
53,132,40.1515151515152,77.0,7.6,12,22.6415094339623,0,95
53,143,37.0629370629371,72.0,6.3,15,28.3018867924528,0,971
54,54,100,100.0,14.4,21,38.8888888888889,1,75
54,54,100,100.0,14.6,7,12.962962962963,1,75
54,57,94.7368421052632,100.0,13.1,22,40.7407407407407,1,95
54,58,93.1034482758621,95.0,11.7,17,31.4814814814815,0,68
54,58,93.1034482758621,100.0,14.1,16,29.6296296296296,1,31
54,61,88.5245901639344,93.0,10.1,27,50,0,56
54,61,88.5245901639344,98.0,12.1,22,40.7407407407407,1,25
54,63,85.7142857142857,95.0,13.2,15,27.7777777777778,0,54
54,65,83.0769230769231,89.0,10.6,19,35.1851851851852,1,56
54,65,83.0769230769231,92.0,11.8,21,38.8888888888889,0,2
54,65,83.0769230769231,94.0,10.3,19,35.1851851851852,1,56
54,66,81.8181818181818,94.0,12.4,20,37.037037037037,0,81
54,67,80.5970149253731,93.0,12.1,22,40.7407407407407,1,44
54,67,80.5970149253731,97.0,12.0,22,40.7407407407407,0,86
54,67,80.5970149253731,97.0,12.1,19,35.1851851851852,1,46
54,67,80.5970149253731,99.0,9.9,13,24.0740740740741,1,90
54,68,79.4117647058823,94.0,11.5,23,42.5925925925926,0,59
54,68,79.4117647058823,96.0,11.3,18,33.3333333333333,0,16
54,69,78.2608695652174,88.0,11.3,15,27.7777777777778,0,50
54,69,78.2608695652174,94.0,13.1,16,29.6296296296296,1,44
54,69,78.2608695652174,99.0,12.5,18,33.3333333333333,0,44
54,71,76.056338028169,99.0,10.3,21,38.8888888888889,0,39
54,72,75,93.0,10.7,19,35.1851851851852,0,44
54,72,75,93.0,11.1,16,29.6296296296296,0,57
54,73,73.972602739726,88.0,11.2,14,25.9259259259259,0,54
54,73,73.972602739726,90.0,10.2,16,29.6296296296296,0,73
54,73,73.972602739726,92.0,12.5,16,29.6296296296296,0,37
54,73,73.972602739726,93.0,10.2,21,38.8888888888889,0,80
54,73,73.972602739726,93.0,10.2,22,40.7407407407407,0,95
54,73,73.972602739726,95.0,10.3,18,33.3333333333333,0,16
54,73,73.972602739726,96.0,9.6,21,38.8888888888889,0,59
54,73,73.972602739726,96.0,11.3,17,31.4814814814815,0,59
54,74,72.972972972973,84.0,11.6,13,24.0740740740741,0,31
54,74,72.972972972973,86.0,9.8,14,25.9259259259259,0,57
54,74,72.972972972973,92.0,11.6,16,29.6296296296296,0,46
54,74,72.972972972973,99.0,9.5,21,38.8888888888889,0,45
54,75,72,89.0,11.8,25,46.2962962962963,0,33
54,75,72,91.0,11.0,17,31.4814814814815,0,17
54,76,71.0526315789474,88.0,11.9,17,31.4814814814815,0,73
54,76,71.0526315789474,91.0,10.7,18,33.3333333333333,0,81
54,76,71.0526315789474,95.0,9.4,15,27.7777777777778,0,77
54,77,70.1298701298701,87.0,10.4,11,20.3703703703704,0,35
54,77,70.1298701298701,90.0,10.9,17,31.4814814814815,0,75
54,78,69.2307692307692,87.0,11.1,18,33.3333333333333,0,80
54,78,69.2307692307692,88.0,9.4,15,27.7777777777778,0,3
54,79,68.3544303797468,84.0,10.0,17,31.4814814814815,0,55
54,79,68.3544303797468,84.0,11.6,11,20.3703703703704,0,50
54,79,68.3544303797468,85.0,9.8,10,18.5185185185185,0,75
54,80,67.5,90.0,10.0,15,27.7777777777778,0,75
54,80,67.5,91.0,11.0,20,37.037037037037,1,46
54,81,66.6666666666667,90.0,10.9,18,33.3333333333333,0,24
54,82,65.8536585365854,85.0,9.2,17,31.4814814814815,0,59
54,82,65.8536585365854,85.0,9.8,17,31.4814814814815,0,75
54,82,65.8536585365854,85.0,9.9,16,29.6296296296296,0,59
54,82,65.8536585365854,94.0,9.7,14,25.9259259259259,0,6
54,83,65.0602409638554,86.0,10.6,22,40.7407407407407,0,53
54,83,65.0602409638554,92.0,10.3,14,25.9259259259259,0,62
54,84,64.2857142857143,85.0,10.3,19,35.1851851851852,0,2
54,85,63.5294117647059,84.0,9.3,21,38.8888888888889,0,88
54,85,63.5294117647059,84.0,12.0,18,33.3333333333333,0,8
54,86,62.7906976744186,81.0,9.4,15,27.7777777777778,0,51
54,86,62.7906976744186,83.0,11.1,23,42.5925925925926,0,1
54,86,62.7906976744186,86.0,10.4,20,37.037037037037,0,11
54,86,62.7906976744186,90.0,10.1,19,35.1851851851852,0,62
54,87,62.0689655172414,78.0,9.8,17,31.4814814814815,0,56
54,87,62.0689655172414,84.0,9.3,24,44.4444444444444,0,51
54,87,62.0689655172414,89.0,11.1,18,33.3333333333333,0,77
54,89,60.6741573033708,82.0,9.3,16,29.6296296296296,0,3
54,89,60.6741573033708,85.0,8.7,13,24.0740740740741,0,75
54,89,60.6741573033708,91.0,9.7,13,24.0740740740741,0,6
54,90,60,74.0,9.1,13,24.0740740740741,0,28
54,90,60,84.0,8.0,15,27.7777777777778,0,973
54,92,58.695652173913,76.0,10.8,15,27.7777777777778,0,8
54,92,58.695652173913,83.0,9.2,11,20.3703703703704,0,31
54,93,58.0645161290323,86.0,9.2,15,27.7777777777778,0,62
54,94,57.4468085106383,81.0,9.6,18,33.3333333333333,0,33
54,96,56.25,77.0,10.1,19,35.1851851851852,0,41
54,98,55.1020408163265,81.0,8.4,17,31.4814814814815,0,75
54,98,55.1020408163265,90.0,9.2,22,40.7407407407407,0,972
54,99,54.5454545454545,76.0,9.1,19,35.1851851851852,0,57
54,99,54.5454545454545,87.0,10.0,16,29.6296296296296,0,77
54,99,54.5454545454545,96.0,9.7,31,57.4074074074074,0,972
54,101,53.4653465346535,76.0,8.5,18,33.3333333333333,0,80
54,101,53.4653465346535,76.0,8.7,22,40.7407407407407,0,54
54,101,53.4653465346535,78.0,9.6,20,37.037037037037,0,77
54,103,52.4271844660194,74.0,7.5,14,25.9259259259259,0,57
54,103,52.4271844660194,82.0,10.1,15,27.7777777777778,0,78
54,105,51.4285714285714,69.0,8.9,26,48.1481481481482,0,33
54,105,51.4285714285714,80.0,8.5,17,31.4814814814815,0,67
54,105,51.4285714285714,81.0,8.9,19,35.1851851851852,0,59
54,105,51.4285714285714,83.0,10.1,26,48.1481481481482,0,59
54,105,51.4285714285714,85.0,8.4,18,33.3333333333333,0,971
54,106,50.9433962264151,74.0,8.3,16,29.6296296296296,0,77
54,107,50.4672897196262,70.0,9.4,15,27.7777777777778,0,44
54,108,50,77.0,9.5,21,38.8888888888889,0,95
54,109,49.5412844036697,72.0,9.1,22,40.7407407407407,0,93
54,110,49.0909090909091,69.0,8.3,21,38.8888888888889,0,67
54,110,49.0909090909091,74.0,9.3,23,42.5925925925926,0,92
54,114,47.3684210526316,84.0,8.5,23,42.5925925925926,0,83
54,118,45.7627118644068,75.0,8.6,20,37.037037037037,0,75
54,127,42.5196850393701,79.0,7.9,11,20.3703703703704,0,59
54,150,36,75.0,6.0,16,29.6296296296296,0,973
54,155,34.8387096774193,66.0,7.2,24,44.4444444444444,0,976
55,60,91.6666666666667,98.0,12.5,16,29.0909090909091,0,59
55,60,91.6666666666667,98.0,12.8,26,47.2727272727273,1,40
55,60,91.6666666666667,100.0,12.1,18,32.7272727272727,1,30
55,62,88.7096774193548,94.0,11.6,22,40,1,30
55,62,88.7096774193548,100.0,11.4,24,43.6363636363636,1,6
55,63,87.3015873015873,100.0,10.8,16,29.0909090909091,1,14
55,63,87.3015873015873,100.0,13.3,13,23.6363636363636,1,61
55,64,85.9375,97.0,10.9,15,27.2727272727273,0,50
55,64,85.9375,97.0,11.8,19,34.5454545454545,0,56
55,64,85.9375,100.0,12.3,19,34.5454545454545,1,56
55,66,83.3333333333333,94.0,12.4,19,34.5454545454545,0,59
55,68,80.8823529411765,94.0,11.4,12,21.8181818181818,0,39
55,68,80.8823529411765,94.0,11.9,24,43.6363636363636,0,75
55,68,80.8823529411765,100.0,10.9,10,18.1818181818182,0,68
55,68,80.8823529411765,100.0,10.9,21,38.1818181818182,0,62
55,69,79.7101449275362,94.0,11.8,20,36.3636363636364,1,33
55,69,79.7101449275362,96.0,11.7,14,25.4545454545455,0,50
55,69,79.7101449275362,97.0,12.3,19,34.5454545454545,0,39
55,69,79.7101449275362,100.0,11.6,22,40,1,93
55,70,78.5714285714286,91.0,12.0,21,38.1818181818182,0,80
55,71,77.4647887323944,92.0,12.2,14,25.4545454545455,0,17
55,71,77.4647887323944,93.0,12.8,17,30.9090909090909,0,73
55,71,77.4647887323944,97.0,9.4,19,34.5454545454545,0,3
55,71,77.4647887323944,97.0,11.5,29,52.7272727272727,1,37
55,72,76.3888888888889,85.0,11.5,18,32.7272727272727,0,68
55,72,76.3888888888889,89.0,12.7,13,23.6363636363636,0,3
55,72,76.3888888888889,90.0,11.4,18,32.7272727272727,0,47
55,72,76.3888888888889,93.0,11.2,25,45.4545454545455,0,89
55,73,75.3424657534247,86.0,11.2,20,36.3636363636364,0,52
55,73,75.3424657534247,92.0,11.5,17,30.9090909090909,0,54
55,73,75.3424657534247,97.0,11.7,15,27.2727272727273,1,17
55,74,74.3243243243243,85.0,11.0,17,30.9090909090909,0,35
55,74,74.3243243243243,91.0,10.7,17,30.9090909090909,0,46
55,74,74.3243243243243,96.0,11.4,20,36.3636363636364,1,44
55,75,73.3333333333333,85.0,11.3,15,27.2727272727273,0,73
55,76,72.3684210526316,89.0,9.6,18,32.7272727272727,0,60
55,76,72.3684210526316,95.0,9.6,14,25.4545454545455,0,45
55,76,72.3684210526316,95.0,10.4,13,23.6363636363636,0,2
55,77,71.4285714285714,83.0,10.5,23,41.8181818181818,0,51
55,77,71.4285714285714,86.0,10.7,14,25.4545454545455,0,78
55,77,71.4285714285714,91.0,11.0,20,36.3636363636364,0,16
55,77,71.4285714285714,95.0,9.7,19,34.5454545454545,0,59
55,77,71.4285714285714,96.0,10.9,28,50.9090909090909,0,44
55,78,70.5128205128205,79.0,8.8,20,36.3636363636364,0,51
55,78,70.5128205128205,83.0,10.9,12,21.8181818181818,0,73
55,78,70.5128205128205,92.0,11.5,13,23.6363636363636,0,45
55,78,70.5128205128205,94.0,10.9,23,41.8181818181818,0,971
55,79,69.620253164557,90.0,11.1,20,36.3636363636364,0,57
55,79,69.620253164557,95.0,10.8,19,34.5454545454545,0,16
55,80,68.75,76.0,10.5,19,34.5454545454545,0,30
55,80,68.75,86.0,12.0,17,30.9090909090909,0,8
55,80,68.75,89.0,8.8,22,40,0,54
55,80,68.75,89.0,9.8,20,36.3636363636364,0,3
55,81,67.9012345679012,86.0,11.8,15,27.2727272727273,0,44
55,81,67.9012345679012,91.0,10.7,11,20,0,36
55,82,67.0731707317073,91.0,10.1,24,43.6363636363636,0,27
55,83,66.2650602409639,92.0,11.0,15,27.2727272727273,0,62
55,83,66.2650602409639,93.0,10.8,31,56.3636363636364,0,78
55,83,66.2650602409639,93.0,11.1,22,40,0,67
55,85,64.7058823529412,81.0,10.9,18,32.7272727272727,0,41
55,85,64.7058823529412,89.0,10.8,16,29.0909090909091,0,33
55,86,63.953488372093,85.0,9.7,26,47.2727272727273,0,14
55,86,63.953488372093,86.0,10.5,17,30.9090909090909,0,17
55,86,63.953488372093,87.0,10.6,12,21.8181818181818,0,55
55,88,62.5,91.0,11.4,11,20,0,62
55,89,61.7977528089888,78.0,11.0,13,23.6363636363636,0,40
55,89,61.7977528089888,92.0,9.9,13,23.6363636363636,0,62
55,90,61.1111111111111,78.0,10.0,15,27.2727272727273,0,2
55,90,61.1111111111111,83.0,9.9,14,25.4545454545455,0,45
55,91,60.4395604395604,79.0,10.2,24,43.6363636363636,0,40
55,91,60.4395604395604,81.0,10.1,17,30.9090909090909,0,60
55,92,59.7826086956522,83.0,10.4,21,38.1818181818182,0,73
55,93,59.1397849462366,87.0,9.1,14,25.4545454545455,0,10
55,93,59.1397849462366,87.0,9.3,19,34.5454545454545,0,88
55,93,59.1397849462366,90.0,10.9,12,21.8181818181818,0,77
55,94,58.5106382978723,80.0,9.6,14,25.4545454545455,0,59
55,95,57.8947368421053,83.0,9.2,12,21.8181818181818,0,42
55,96,57.2916666666667,76.0,9.4,12,21.8181818181818,0,75
55,97,56.701030927835,79.0,6.7,21,38.1818181818182,0,78
55,97,56.701030927835,88.0,9.1,13,23.6363636363636,0,91
55,98,56.1224489795918,84.0,10.1,20,36.3636363636364,0,45
55,98,56.1224489795918,90.0,10.1,15,27.2727272727273,0,59
55,99,55.5555555555556,82.0,11.1,17,30.9090909090909,0,39
55,100,55,74.0,10.5,21,38.1818181818182,0,1
55,100,55,79.0,8.0,13,23.6363636363636,0,59
55,101,54.4554455445545,78.0,9.8,20,36.3636363636364,0,28
55,102,53.921568627451,74.0,9.6,18,32.7272727272727,0,42
55,103,53.3980582524272,79.0,9.1,13,23.6363636363636,0,35
55,104,52.8846153846154,76.0,7.8,12,21.8181818181818,0,59
55,104,52.8846153846154,77.0,9.4,16,29.0909090909091,0,17
55,104,52.8846153846154,81.0,9.4,24,43.6363636363636,0,57
55,105,52.3809523809524,68.0,7.7,14,25.4545454545455,0,31
55,106,51.8867924528302,76.0,10.4,21,38.1818181818182,0,95
55,107,51.4018691588785,73.0,8.0,16,29.0909090909091,0,95
55,107,51.4018691588785,77.0,7.7,22,40,0,51
55,108,50.9259259259259,72.0,8.9,22,40,0,11
55,111,49.5495495495496,85.0,7.9,19,34.5454545454545,0,78
55,112,49.1071428571429,84.0,8.1,19,34.5454545454545,0,41
55,115,47.8260869565217,70.0,7.4,12,21.8181818181818,0,18
55,116,47.4137931034483,78.0,7.9,7,12.7272727272727,0,28
55,116,47.4137931034483,84.0,8.0,20,36.3636363636364,0,972
55,117,47.008547008547,77.0,7.7,14,25.4545454545455,0,93
55,117,47.008547008547,78.0,9.5,21,38.1818181818182,0,94
55,123,44.7154471544715,73.0,8.8,12,21.8181818181818,0,59
55,123,44.7154471544715,79.0,8.3,18,32.7272727272727,0,67
55,130,42.3076923076923,81.0,7.7,13,23.6363636363636,0,95
55,131,41.9847328244275,79.0,8.5,16,29.0909090909091,0,973
55,155,35.4838709677419,66.0,7.1,14,25.4545454545455,0,91
55,174,31.6091954022988,60.0,9.1,16,29.0909090909091,0,59
55,177,31.0734463276836,55.0,6.3,23,41.8181818181818,0,976
56,58,96.551724137931,100.0,12.4,19,33.9285714285714,0,72
56,59,94.9152542372881,98.0,12.8,11,19.6428571428571,1,17
56,59,94.9152542372881,100.0,13.8,18,32.1428571428571,1,33
56,61,91.8032786885246,98.0,13.1,22,39.2857142857143,1,59
56,62,90.3225806451613,98.0,11.3,14,25,1,1
56,63,88.8888888888889,100.0,11.3,21,37.5,1,35
56,65,86.1538461538462,98.0,11.2,25,44.6428571428571,1,84
56,68,82.3529411764706,99.0,9.0,15,26.7857142857143,0,59
56,70,80,99.0,12.1,18,32.1428571428571,1,61
56,71,78.8732394366197,93.0,11.2,11,19.6428571428571,0,82
56,71,78.8732394366197,97.0,11.7,27,48.2142857142857,1,35
56,72,77.7777777777778,86.0,11.5,17,30.3571428571429,0,31
56,72,77.7777777777778,92.0,12.2,19,33.9285714285714,0,90
56,73,76.7123287671233,92.0,9.5,11,19.6428571428571,0,6
56,74,75.6756756756757,88.0,10.2,17,30.3571428571429,0,3
56,74,75.6756756756757,95.0,10.9,21,37.5,0,46
56,75,74.6666666666667,89.0,11.2,18,32.1428571428571,0,56
56,75,74.6666666666667,91.0,11.1,13,23.2142857142857,0,77
56,75,74.6666666666667,92.0,11.2,18,32.1428571428571,0,72
56,75,74.6666666666667,93.0,10.9,16,28.5714285714286,0,37
56,75,74.6666666666667,99.0,10.8,9,16.0714285714286,0,972
56,76,73.6842105263158,87.0,10.8,18,32.1428571428571,0,54
56,77,72.7272727272727,90.0,11.8,18,32.1428571428571,0,50
56,77,72.7272727272727,91.0,11.9,22,39.2857142857143,1,2
56,77,72.7272727272727,97.0,10.5,21,37.5,0,62
56,78,71.7948717948718,87.0,11.4,15,26.7857142857143,0,2
56,78,71.7948717948718,97.0,11.4,26,46.4285714285714,1,50
56,79,70.8860759493671,82.0,10.6,21,37.5,0,23
56,79,70.8860759493671,87.0,10.6,22,39.2857142857143,0,72
56,79,70.8860759493671,92.0,11.2,25,44.6428571428571,0,62
56,79,70.8860759493671,92.0,11.7,28,50,0,95
56,79,70.8860759493671,95.0,10.4,21,37.5,1,50
56,80,70,76.0,9.4,15,26.7857142857143,0,52
56,80,70,88.0,11.6,21,37.5,0,44
56,81,69.1358024691358,84.0,11.2,17,30.3571428571429,0,75
56,81,69.1358024691358,84.0,11.2,19,33.9285714285714,0,50
56,81,69.1358024691358,84.0,11.3,18,32.1428571428571,0,75
56,81,69.1358024691358,88.0,9.7,18,32.1428571428571,0,27
56,81,69.1358024691358,88.0,10.7,22,39.2857142857143,0,46
56,81,69.1358024691358,88.0,11.3,16,28.5714285714286,0,33
56,81,69.1358024691358,89.0,9.5,22,39.2857142857143,0,39
56,81,69.1358024691358,89.0,10.9,14,25,0,54
56,82,68.2926829268293,89.0,10.6,19,33.9285714285714,0,17
56,82,68.2926829268293,90.0,11.8,20,35.7142857142857,0,39
56,82,68.2926829268293,98.0,9.0,16,28.5714285714286,0,62
56,83,67.4698795180723,89.0,11.3,23,41.0714285714286,0,72
56,83,67.4698795180723,99.0,9.6,17,30.3571428571429,0,18
56,84,66.6666666666667,92.0,10.8,15,26.7857142857143,0,60
56,84,66.6666666666667,95.0,6.1,15,26.7857142857143,0,51
56,85,65.8823529411765,88.0,10.2,20,35.7142857142857,0,62
56,85,65.8823529411765,94.0,11.6,25,44.6428571428571,1,81
56,86,65.1162790697674,86.0,9.5,25,44.6428571428571,0,31
56,86,65.1162790697674,90.0,8.9,30,53.5714285714286,0,80
56,87,64.367816091954,79.0,10.7,24,42.8571428571429,0,2
56,87,64.367816091954,82.0,10.4,21,37.5,0,88
56,87,64.367816091954,83.0,10.5,17,30.3571428571429,0,75
56,87,64.367816091954,83.0,10.8,21,37.5,0,80
56,87,64.367816091954,92.0,10.5,18,32.1428571428571,0,62
56,88,63.6363636363636,91.0,10.6,11,19.6428571428571,0,2
56,89,62.9213483146067,83.0,10.9,12,21.4285714285714,0,49
56,89,62.9213483146067,87.0,11.0,20,35.7142857142857,0,31
56,89,62.9213483146067,88.0,8.2,19,33.9285714285714,0,52
56,89,62.9213483146067,91.0,9.0,15,26.7857142857143,0,59
56,90,62.2222222222222,73.0,10.2,14,25,0,8
56,90,62.2222222222222,76.0,9.2,12,21.4285714285714,0,75
56,90,62.2222222222222,76.0,9.9,24,42.8571428571429,0,51
56,90,62.2222222222222,77.0,9.7,20,35.7142857142857,0,55
56,90,62.2222222222222,79.0,9.9,20,35.7142857142857,0,75
56,90,62.2222222222222,89.0,10.5,18,32.1428571428571,0,27
56,91,61.5384615384615,84.0,11.2,25,44.6428571428571,0,44
56,91,61.5384615384615,86.0,9.5,15,26.7857142857143,0,62
56,91,61.5384615384615,90.0,10.8,21,37.5,0,59
56,93,60.2150537634409,77.0,8.9,19,33.9285714285714,0,89
56,93,60.2150537634409,85.0,9.7,15,26.7857142857143,0,54
56,93,60.2150537634409,88.0,8.1,25,44.6428571428571,0,94
56,95,58.9473684210526,87.0,10.3,21,37.5,0,77
56,96,58.3333333333333,88.0,9.2,26,46.4285714285714,0,54
56,97,57.7319587628866,90.0,9.5,21,37.5,0,62
56,98,57.1428571428571,76.0,9.9,19,33.9285714285714,0,16
56,98,57.1428571428571,93.0,7.5,16,28.5714285714286,0,92
56,99,56.5656565656566,80.0,9.5,18,32.1428571428571,0,62
56,101,55.4455445544555,77.0,10.2,25,44.6428571428571,0,2
56,101,55.4455445544555,84.0,9.2,15,26.7857142857143,0,73
